date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:33:46	817336/817336	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:32:14%20GMT	https://www.classcentral.com/collection/ivy-league-moocs	C:/My%20Web%20Sites/classcentral/www.classcentral.com/collection/ivy-league-moocs.html	(from https://www.classcentral.com/)
11:33:47	6215/6215	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Jan%202023%2012:57:49%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d3af0d0d31cdbdc684a726b330a759f	C:/My%20Web%20Sites/classcentral/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social5b92.jpg	(from https://www.classcentral.com/)
11:33:48	5751/5751	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Feb%202023%2023:44:43%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=dbef6e5a11e80f652ab6a5ce5eb593b8	C:/My%20Web%20Sites/classcentral/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-coursesd038.png	(from https://www.classcentral.com/)
11:33:48	50744/50744	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Feb%202023%2012:02:58%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&h=420&ixlib=php-3.3.1&s=c49b305f32e1e971696b9852e3971c6b	C:/My%20Web%20Sites/classcentral/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social1fe9.jpg	(from https://www.classcentral.com/)
11:33:49	517002/517002	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2009:55:57%20GMT	https://www.classcentral.com/report/coursera-free-online-courses/	C:/My%20Web%20Sites/classcentral/www.classcentral.com/report/coursera-free-online-courses/index.html	(from https://www.classcentral.com/)
11:33:49	96645/96645	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Feb%202023%2022:23:57%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&h=420&ixlib=php-3.3.1&s=9044610de77ddba19697f770dd2531c7	C:/My%20Web%20Sites/classcentral/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-courses08e8.png	(from https://www.classcentral.com/)
11:33:49	6083/6083	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Feb%202023%2010:04:26%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=f880669c2a69683d851d6be4ee71652e	C:/My%20Web%20Sites/classcentral/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificates7462.png	(from https://www.classcentral.com/)
11:33:50	418794/418794	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2009:55:56%20GMT	https://www.classcentral.com/report/free-certificates/	C:/My%20Web%20Sites/classcentral/www.classcentral.com/report/free-certificates/index.html	(from https://www.classcentral.com/)
11:33:50	6773/6773	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Feb%202023%2009:30:23%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d0859ee6dce9cd586fcc06d2e5d34ec	C:/My%20Web%20Sites/classcentral/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsa0be.png	(from https://www.classcentral.com/)
11:33:50	93874/93874	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Feb%202023%2012:02:58%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&h=420&ixlib=php-3.3.1&s=bc50a602c38dbf30802649312c6a4474	C:/My%20Web%20Sites/classcentral/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificatesbc95.png	(from https://www.classcentral.com/)
11:33:51	193985/193985	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2009:56:07%20GMT	https://www.classcentral.com/report/free-google-certifications/	C:/My%20Web%20Sites/classcentral/www.classcentral.com/report/free-google-certifications/index.html	(from https://www.classcentral.com/)
11:33:51	29596/29596	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Feb%202023%2012:02:59%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&h=420&ixlib=php-3.3.1&s=ac4c48d612e7961d7335e87451e52ac4	C:/My%20Web%20Sites/classcentral/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsc6f1.png	(from https://www.classcentral.com/)
11:33:52	842320/842320	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:32:23%20GMT	https://www.classcentral.com/starting-this-month	C:/My%20Web%20Sites/classcentral/www.classcentral.com/starting-this-month.html	(from https://www.classcentral.com/)
11:33:53	378/378	---MC-	302	error ('Found')	text/html	date:Tue,%2028%20Feb%202023%2010:32:23%20GMT	https://www.classcentral.com/new-online-courses	C:/My%20Web%20Sites/classcentral/www.classcentral.com/new-online-courses	(from https://www.classcentral.com/)
11:33:55	774462/774462	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:32:25%20GMT	https://www.classcentral.com/new-online-courses/february-2023	C:/My%20Web%20Sites/classcentral/www.classcentral.com/new-online-courses/february-2023.html	(from https://www.classcentral.com/)
11:33:55	486/486	---MC-	302	error ('Found')	text/html	date:Tue,%2028%20Feb%202023%2010:32:25%20GMT	https://www.classcentral.com/most-popular-courses	C:/My%20Web%20Sites/classcentral/www.classcentral.com/most-popular-courses	(from https://www.classcentral.com/)
11:33:55	140913/140913	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2009:56:52%20GMT	https://www.classcentral.com/report/most-popular-march-2023/	C:/My%20Web%20Sites/classcentral/www.classcentral.com/report/most-popular-march-2023/index.html	(from https://www.classcentral.com/)
11:33:57	845929/845929	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:32:27%20GMT	https://www.classcentral.com/subject/ai	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/ai.html	(from https://www.classcentral.com/)
11:33:58	827834/827834	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:32:28%20GMT	https://www.classcentral.com/subject/algorithms-and-data-structures	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/algorithms-and-data-structures.html	(from https://www.classcentral.com/)
11:33:59	772387/772387	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:32:29%20GMT	https://www.classcentral.com/subject/internet-of-things	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/internet-of-things.html	(from https://www.classcentral.com/)
11:34:00	789988/789988	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:32:30%20GMT	https://www.classcentral.com/subject/information-technology	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/information-technology.html	(from https://www.classcentral.com/)
11:34:01	766313/766313	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:32:31%20GMT	https://www.classcentral.com/subject/computer-networking	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/computer-networking.html	(from https://www.classcentral.com/)
11:34:03	837607/837607	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:32:32%20GMT	https://www.classcentral.com/subject/machine-learning	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/machine-learning.html	(from https://www.classcentral.com/)
11:34:05	771367/771367	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:32:34%20GMT	https://www.classcentral.com/subject/devops	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/devops.html	(from https://www.classcentral.com/)
11:34:06	831768/831768	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:32:35%20GMT	https://www.classcentral.com/subject/deep-learning	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/deep-learning.html	(from https://www.classcentral.com/)
11:34:07	766646/766646	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:32:37%20GMT	https://www.classcentral.com/subject/cryptography	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/cryptography.html	(from https://www.classcentral.com/)
11:34:07	7682/7682	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2028%20Feb%202023%2010:32:39%20GMT	https://www.classcentral.com/subject/hci	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/hci	(from https://www.classcentral.com/)
11:34:09	752906/752906	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:32:39%20GMT	https://www.classcentral.com/subject/quantum-computing	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/quantum-computing.html	(from https://www.classcentral.com/)
11:34:11	742793/742793	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:32:41%20GMT	https://www.classcentral.com/subject/distributed-systems	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/distributed-systems.html	(from https://www.classcentral.com/)
11:34:12	761230/761230	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:32:42%20GMT	https://www.classcentral.com/subject/blockchain	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/blockchain.html	(from https://www.classcentral.com/)
11:34:13	745980/745980	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:32:44%20GMT	https://www.classcentral.com/subject/operating-systems	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/operating-systems.html	(from https://www.classcentral.com/)
11:34:15	719169/719169	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:32:45%20GMT	https://www.classcentral.com/subject/computer-graphics	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/computer-graphics.html	(from https://www.classcentral.com/)
11:34:15	7805/7805	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2028%20Feb%202023%2010:32:45%20GMT	https://www.classcentral.com/subject/nutrition-and-wellness	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/nutrition-and-wellness	(from https://www.classcentral.com/)
11:34:17	827152/827152	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:32:47%20GMT	https://www.classcentral.com/subject/disease-and-disorders	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/disease-and-disorders.html	(from https://www.classcentral.com/)
11:34:18	7916/7916	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2028%20Feb%202023%2010:32:49%20GMT	https://www.classcentral.com/subject/public-health	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/public-health.59.delayed	(from https://www.classcentral.com/)
11:34:18	7735/7735	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2028%20Feb%202023%2010:32:49%20GMT	https://www.classcentral.com/subject/health-care	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/health-care	(from https://www.classcentral.com/)
11:34:21	764425/764425	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:32:51%20GMT	https://www.classcentral.com/subject/nursing	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/nursing.html	(from https://www.classcentral.com/)
11:34:24	751087/751087	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:32:54%20GMT	https://www.classcentral.com/subject/anatomy	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/anatomy.html	(from https://www.classcentral.com/)
11:34:25	741127/741127	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:32:55%20GMT	https://www.classcentral.com/subject/veterinary-science	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/veterinary-science.html	(from https://www.classcentral.com/)
11:34:25	7660/7660	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2028%20Feb%202023%2010:32:55%20GMT	https://www.classcentral.com/subject/cme	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/cme	(from https://www.classcentral.com/)
11:34:25	7711/7711	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2028%20Feb%202023%2010:32:57%20GMT	https://www.classcentral.com/subject/statistics	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/statistics	(from https://www.classcentral.com/)
11:34:29	755359/755359	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:32:59%20GMT	https://www.classcentral.com/subject/foundations-of-mathematics	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/foundations-of-mathematics.html	(from https://www.classcentral.com/)
11:34:32	763084/763084	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:02%20GMT	https://www.classcentral.com/subject/calculus	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/calculus.html	(from https://www.classcentral.com/)
11:34:33	744196/744196	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:03%20GMT	https://www.classcentral.com/subject/discrete-mathematics	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/discrete-mathematics.html	(from https://www.classcentral.com/)
11:34:35	746673/746673	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:04%20GMT	https://www.classcentral.com/subject/trigonometry	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/trigonometry.html	(from https://www.classcentral.com/)
11:34:36	753185/753185	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:06%20GMT	https://www.classcentral.com/subject/geometry	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/geometry.html	(from https://www.classcentral.com/)
11:34:37	763065/763065	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:07%20GMT	https://www.classcentral.com/subject/algebra	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/algebra.html	(from https://www.classcentral.com/)
11:34:39	746174/746174	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:08%20GMT	https://www.classcentral.com/subject/precalculus	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/precalculus.html	(from https://www.classcentral.com/)
11:34:39	7724/7724	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2028%20Feb%202023%2010:33:09%20GMT	https://www.classcentral.com/subject/number-theory	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/number-theory	(from https://www.classcentral.com/)
11:34:41	728952/728952	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:11%20GMT	https://www.classcentral.com/subject/combinatorics	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/combinatorics.html	(from https://www.classcentral.com/)
11:34:45	729247/729247	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:14%20GMT	https://www.classcentral.com/subject/mathematical-logic	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/mathematical-logic.html	(from https://www.classcentral.com/)
11:34:46	649452/649452	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:16%20GMT	https://www.classcentral.com/subject/linear-programming	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/linear-programming.html	(from https://www.classcentral.com/)
11:34:48	795794/795794	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:18%20GMT	https://www.classcentral.com/subject/management-and-leadership	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/management-and-leadership.html	(from https://www.classcentral.com/)
11:34:49	806182/806182	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:19%20GMT	https://www.classcentral.com/subject/finance	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/finance.html	(from https://www.classcentral.com/)
11:34:50	787245/787245	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:20%20GMT	https://www.classcentral.com/subject/entrepreneurship	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/entrepreneurship.html	(from https://www.classcentral.com/)
11:34:51	809995/809995	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:21%20GMT	https://www.classcentral.com/subject/marketing	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/marketing.html	(from https://www.classcentral.com/)
11:34:53	804874/804874	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:23%20GMT	https://www.classcentral.com/subject/strategic-management	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/strategic-management.html	(from https://www.classcentral.com/)
11:34:54	768469/768469	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:24%20GMT	https://www.classcentral.com/subject/industry-specific	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/industry-specific.html	(from https://www.classcentral.com/)
11:34:55	775382/775382	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:25%20GMT	https://www.classcentral.com/subject/business-intelligence	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/business-intelligence.html	(from https://www.classcentral.com/)
11:34:55	7689/7689	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2028%20Feb%202023%2010:33:26%20GMT	https://www.classcentral.com/subject/accounting	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/accounting	(from https://www.classcentral.com/)
11:34:57	760529/760529	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:28%20GMT	https://www.classcentral.com/subject/human-resources	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/human-resources.html	(from https://www.classcentral.com/)
11:35:00	781877/781877	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:30%20GMT	https://www.classcentral.com/subject/project-management	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/project-management.html	(from https://www.classcentral.com/)
11:35:01	760192/760192	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:31%20GMT	https://www.classcentral.com/subject/sales	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/sales.html	(from https://www.classcentral.com/)
11:35:04	764723/764723	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:33%20GMT	https://www.classcentral.com/subject/design-thinking	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/design-thinking.html	(from https://www.classcentral.com/)
11:35:05	777345/777345	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:34%20GMT	https://www.classcentral.com/subject/business-software	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/business-software.html	(from https://www.classcentral.com/)
11:35:09	759883/759883	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:39%20GMT	https://www.classcentral.com/subject/risk-management	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/risk-management.html	(from https://www.classcentral.com/)
11:35:10	743540/743540	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:40%20GMT	https://www.classcentral.com/subject/csr	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/csr.html	(from https://www.classcentral.com/)
11:35:12	739261/739261	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:42%20GMT	https://www.classcentral.com/subject/customer-service	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/customer-service.html	(from https://www.classcentral.com/)
11:35:13	751437/751437	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:43%20GMT	https://www.classcentral.com/subject/nonprofit	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/nonprofit.html	(from https://www.classcentral.com/)
11:35:14	756836/756836	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:44%20GMT	https://www.classcentral.com/subject/innovation	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/innovation.html	(from https://www.classcentral.com/)
11:35:14	7802/7802	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2028%20Feb%202023%2010:33:44%20GMT	https://www.classcentral.com/subject/operations-management	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/operations-management	(from https://www.classcentral.com/)
11:35:16	787836/787836	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:46%20GMT	https://www.classcentral.com/subject/history	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/history.html	(from https://www.classcentral.com/)
11:35:18	7740/7740	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2028%20Feb%202023%2010:33:49%20GMT	https://www.classcentral.com/subject/language-learning	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/language-learning	(from https://www.classcentral.com/)
11:35:19	783671/783671	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:49%20GMT	https://www.classcentral.com/subject/literature	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/literature.html	(from https://www.classcentral.com/)
11:35:22	827634/827634	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:52%20GMT	https://www.classcentral.com/subject/grammar-writing	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/grammar-writing.html	(from https://www.classcentral.com/)
11:35:23	797129/797129	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:53%20GMT	https://www.classcentral.com/subject/philosophy	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/philosophy.html	(from https://www.classcentral.com/)
11:35:24	762368/762368	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:54%20GMT	https://www.classcentral.com/subject/religion	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/religion.html	(from https://www.classcentral.com/)
11:35:25	789761/789761	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:55%20GMT	https://www.classcentral.com/subject/esl	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/esl.html	(from https://www.classcentral.com/)
11:35:26	771724/771724	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:56%20GMT	https://www.classcentral.com/subject/culture	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/culture.html	(from https://www.classcentral.com/)
11:35:28	757037/757037	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:33:58%20GMT	https://www.classcentral.com/subject/sports	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/sports.html	(from https://www.classcentral.com/)
11:35:28	7711/7711	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2028%20Feb%202023%2010:33:58%20GMT	https://www.classcentral.com/subject/journalism	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/journalism	(from https://www.classcentral.com/)
11:35:28	7673/7673	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2028%20Feb%202023%2010:33:59%20GMT	https://www.classcentral.com/subject/ethics	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/ethics	(from https://www.classcentral.com/)
11:35:31	758089/758089	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:34:01%20GMT	https://www.classcentral.com/subject/linguistics	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/linguistics.html	(from https://www.classcentral.com/)
11:35:34	762256/762256	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:34:04%20GMT	https://www.classcentral.com/subject/food	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/food.html	(from https://www.classcentral.com/)
11:35:35	741356/741356	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:34:05%20GMT	https://www.classcentral.com/subject/library-science	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/library-science.html	(from https://www.classcentral.com/)
11:35:37	756546/756546	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:34:07%20GMT	https://www.classcentral.com/subject/reading	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/reading.html	(from https://www.classcentral.com/)
11:35:38	745899/745899	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:34:08%20GMT	https://www.classcentral.com/subject/crisis-management	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/crisis-management.html	(from https://www.classcentral.com/)
11:35:39	783936/783936	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:34:09%20GMT	https://www.classcentral.com/subject/electrical-engineering	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/electrical-engineering.html	(from https://www.classcentral.com/)
11:35:40	774110/774110	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:34:10%20GMT	https://www.classcentral.com/subject/mechanical-engineering	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/mechanical-engineering.html	(from https://www.classcentral.com/)
11:35:41	775531/775531	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:34:11%20GMT	https://www.classcentral.com/subject/civil-engineering	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/civil-engineering.html	(from https://www.classcentral.com/)
11:35:41	7700/7700	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2028%20Feb%202023%2010:34:12%20GMT	https://www.classcentral.com/subject/robotics	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/robotics	(from https://www.classcentral.com/)
11:35:44	750482/750482	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:34:14%20GMT	https://www.classcentral.com/subject/nanotechnology	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/nanotechnology.html	(from https://www.classcentral.com/)
11:35:44	7874/7874	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2028%20Feb%202023%2010:34:15%20GMT	https://www.classcentral.com/subject/gis	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/gis.93.delayed	(from https://www.classcentral.com/)
11:35:44	7701/7701	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2028%20Feb%202023%2010:34:16%20GMT	https://www.classcentral.com/subject/textiles	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/textiles	(from https://www.classcentral.com/)
11:35:48	754488/754488	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:34:18%20GMT	https://www.classcentral.com/subject/manufacturing	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/manufacturing.html	(from https://www.classcentral.com/)
11:35:50	747914/747914	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:34:21%20GMT	https://www.classcentral.com/subject/bim	C:/My%20Web%20Sites/classcentral/www.classcentral.com/subject/bim.html	(from https://www.classcentral.com/)
